"id_producto","nombre","marca","categoria","img","kcal","grasas","grasas_saturadas","proteinas","hidratos_carbono","azucares","sal","visitas"
"28696","Bañador pañal desechable Huggies Little Swimmers T3 (3 kg-8 kg) 20 ud.","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/15218.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"28699","Pañales Bebe Talla 4 9 - 15 Kg","Consum Kids","panales","https://dx7csy7aghu7b.cloudfront.net/prods/28699.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"28700","Pañal Talla 3","Consum Kids","panales","https://dx7csy7aghu7b.cloudfront.net/prods/28700.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"29973","Toallitas Desodorantes","Salustar","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/29973.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"31921","NESTLE preparado de manzana y plátano pack 4x100 gr","Nestle","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/31921.webp","263.00","0.10","0.00","0.50","14.10","12.10","0.00","0"
"34904","Tarrito Bio Manzana Albaricoque y Melocotón","Gerber","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/34904.webp","50.00","0.10","0.00","0.40","11.00","9.80","0.00","0"
"35634","Pañales bebé talla 5 de 13-18 kg Deliplus","Deliplus","panales","https://dx7csy7aghu7b.cloudfront.net/prods/35634.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"35635","Pañales bebé talla 5 de 13-18 kg Deliplus","Deliplus","panales","https://dx7csy7aghu7b.cloudfront.net/prods/35635.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"35636","Pañales bebé talla 1 de 2-4 kg Deliplus","Deliplus","panales","https://dx7csy7aghu7b.cloudfront.net/prods/94529.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"35903","Pañales bebé talla 4 de 9-15 kg Deliplus","Deliplus","panales","https://dx7csy7aghu7b.cloudfront.net/prods/35903.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"35904","Pañales bebé talla 4 de 9-15 kg Deliplus","Deliplus","panales","https://dx7csy7aghu7b.cloudfront.net/prods/35904.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"35961","Papilla tres frutas con yogur +8 meses Hacendado","Hacendado","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/35961.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"37753","Pañal T3 6-10KG 66UD","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/37753.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"37902","Pañal T6 17-28KG 25UD","Pasitos","panales","https://dx7csy7aghu7b.cloudfront.net/prods/37902.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"37918","Pañal Aprendizaje T5 12-18KG 20UD","Pasitos","panales","https://dx7csy7aghu7b.cloudfront.net/prods/37918.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"38045","Papilla Infantil Multicereales 500G","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/38045.webp","386.00","1.80","0.00","10.00","81.00","25.00","0.10","0"
"38091","Potito Manzana, Pera y Melocotón 2UD","Alteza","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/38091.webp","58.00","0.40","0.00","0.60","12.10","11.50","0.00","0"
"38183","Papilla Infantil 8 Cereales 340G","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/38183.webp","379.00","2.20","0.00","12.00","75.00","1.00","0.03","0"
"38268","Potito Buenas Noches Verduras y Pavo 2 x 190G","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/38268.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"38585","Potito Menestra con Cordero 2 x 190G","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/38585.webp","67.00","2.50","0.00","2.80","8.00","1.90","0.07","0"
"38827","Potito Arroz y Pollo 235G","Alteza","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/38827.webp","76.00","1.70","0.00","3.50","11.00","0.70","0.10","0"
"38828","Potito Ternera y Pollo 235G","Alteza","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/38828.webp","50.00","1.00","0.00","2.30","7.30","0.00","0.00","0"
"39417","Potito Manzana y Mango 4 x 100G","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/39417.webp","57.00","0.10","0.00","0.40","12.10","10.50","0.00","0"
"39916","Pañal Sensitive T3 6-10KG 56UD","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/39916.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2"
"39948","Pañal T5 13-18KG 44UD","Pasitos","panales","https://dx7csy7aghu7b.cloudfront.net/prods/39948.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7"
"40041","Pañal T4 10-15KG 50UD","Pasitos","panales","https://dx7csy7aghu7b.cloudfront.net/prods/40041.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"40042","Pañal T3 4-9KG 56UD","Pasitos","panales","https://dx7csy7aghu7b.cloudfront.net/prods/40042.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"40223","Pañales bebé talla 1 de 2-5 kg Dodot","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/40223.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"40316","Snack Infantil Gerber Trigo y Avena con Tomate 7G","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/40316.webp","420.00","9.70","0.00","9.70","71.90","2.00","0.10","0"
"40732","Puré Plátano Naranja Galleta Naturnes","Nestle","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/40732.webp","81.00","0.30","0.00","1.00","18.00","12.30","0.01","0"
"42773","Pañaltalla 5 (11-16Kg)","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/42773.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"44337","Toallitas húmedas baby 24 unidades","Unnia","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/44337.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"44804","Toallitas húmedas baby 72 unidades","Unnia","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/44804.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"45534","Bolsita de yogur y frambuesa eco 100 g","Smileat","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/45534.webp","82.00","3.30","0.00","1.90","11.00","8.60","0.00","0"
"45689","Bálsamo en crema para bebes, 50 ml","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/45689.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"46085","Tarrito pollo y ternera con verduritas 235 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/46085.webp","74.00","2.30","0.00","3.60","9.30","0.90","0.08","0"
"46094","Crema hidratante leche 300 ml","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/46094.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"46153","Toallitas wc biodegradble melón 2x60 unidades","Kandoo","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/46153.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"47420","Pañal recién nacido talla 2, 28 unidades (3-6 kg)","Unnia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/47420.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"47421","Pañales talla 5, 26 unidades (12-17 kg)","Unnia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/47421.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"47422","Pañales talla 6, 26 unidades (+17 kg)","Unnia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/47422.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"47575","Crema hidratante 150 ml","Nivea","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/47575.webp","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0"
"48117","Leche materna 1 iniciación 800 g","Nestlé","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/48117.webp","519.00","27.70","0.00","9.60","57.80","57.80","0.33","0"
"50200","Tarrito verdura, pollo y arroz 250 g","Baby Cuac","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7510247.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"54297","Potito Plátano, Naranja y Galleta 4 x 90G","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/54297.webp","81.00","0.30","0.00","1.00","18.00","12.30","0.00","0"
"56061","Papilla plátano y manzana +6 meses Hacendado","Hacendado","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/56061.webp","78.00","0.50","0.00","0.90","17.00","16.00","0.01","0"
"56084","Agua perfumada bebé con notas florales Deliplus","Deliplus","higiene-bebe","https://dx7csy7aghu7b.cloudfront.net/prods/56084.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"57715","Papilla verduritas con merluza Hero baby +6 meses","Hero Baby","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/57715.webp","65.00","2.40","0.00","3.00","7.40","1.90","0.07","0"
"58839","Papilla 8 cereales Nestlé +6 meses","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/58839.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"58893","Papilla Polvo 8 Cereales Miel Desde 6 Meses","Nestle","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/58893.webp","407.00","4.60","0.00","9.00","80.00","23.00","0.10","2"
"59898","Postre lácteo infantil de fresa y plátano Hacendado +8 meses","Hacendado","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/59898.webp","94.00","3.20","0.00","2.70","13.00","10.00","0.00","0"
"60058","Papilla arroz con pollo Hero baby +6 meses","Hero Baby","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/60058.webp","272.00","2.50","0.00","2.50","7.80","0.40","0.07","0"
"63711","Postre lácteo infantil de galleta Hacendado +8 meses","Hacendado","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/63711.webp","100.00","3.20","0.00","2.60","15.00","11.00","0.09","0"
"64848","Papilla 8 cereales con galleta María Nestlé +6 meses","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/64848.webp","398.00","4.80","0.00","12.00","74.50","21.00","0.00","0"
"65359","Papilla cereales con quinoa eco sin gluten 200 g","Smileat","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/65359.webp","373.00","2.50","0.00","9.80","76.00","0.80","0.61","0"
"66714","Papilla Polvo 8 Cereales Cacao Desde 12 Meses","Nestle","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/66714.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"67069","Papilla de plátano, manzana y fresa 120 g","Baby Cuac","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/67069.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"67070","Papilla de manzana y plátano 120 g","Baby Cuac","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/67070.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"67071","Papilla de manzana, melocotón y pera 120 g","Baby Cuac","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/67071.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"67072","Papilla de fruta y avena 120 g","Baby Cuac","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/67072.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"67122","Tarrito fruta variada y galleta 2x200 ml","Baby Cuac","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/67122.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"67367","Papilla Polvo 8 Cereales Con Galleta Desde 6 Meses","Nestle","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/67367.webp","400.00","4.80","0.00","12.00","74.40","21.20","0.00","0"
"68097","Pañal niño 3-5 años 16-23 kg HUGGIES DryNites, paquete 16 uds.","Dry Nites","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7473371.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"68524","Tarrito Frutas Variadas","Alteza","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/102792.webp","51.00","0.00","0.00","0.40","11.00","11.00","0.00","0"
"77381","Leche de crecimiento original NESTLÉ JUNIOR, brik 1 litro","Nestlé","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/77381.webp","68.00","2.50","0.00","2.10","9.30","3.00","0.08","0"
"77423","Pañal canales absorbentes 9-15 kg Talla4 EROSKI, paquete 50u","Eroski","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/77423.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"77464","Potito de jamón-ternera-verduras NUTRIBEN, tarro 235 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/77464.webp","74.00","1.90","0.00","4.70","9.30","2.40","0.12","0"
"77492","Potito de plátano, naranja y galleta NUTRIBEN, pack 2x190 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/77492.webp","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0"
"77493","Potito plátano, mandarina, pera y galleta NUTRIBEN, pack 2x190 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/77493.webp","73.00","0.10","0.00","0.80","16.70","10.30","0.00","0"
"77510","Potito 4 frutas sin almidón NUTRIBEN, tarrito 235 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/77510.webp","63.00","0.50","0.00","0.60","13.30","11.20","0.00","0"
"77568","Tarrito de manzana, plátano y pera EROSKI BIO, tarro 200 g","Eroski Bio/eco + E.natur Bio","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/77568.webp","63.00","0.00","0.00","0.90","14.00","14.00","0.00","0"
"77569","Tarrito de compota de frutas variadas EROSKI BIO, tarro 200 g","Eroski Bio/eco + E.natur Bio","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/77569.webp","64.00","0.00","0.00","0.40","15.00","11.00","0.00","0"
"77570","Tarrito de ternera con verduras EROSKI BIO, tarro 200 g","Eroski Bio/eco + E.natur Bio","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/77570.webp","51.00","1.40","0.00","2.20","7.00","0.40","0.00","0"
"77582","Bolsita 100% multifrutas EROSKI, pack 4x100 g","Eroski","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/77582.webp","69.00","0.00","0.00","0.50","16.00","12.00","0.00","0"
"77584","Bolsitas 100% manzana y mango sin azúcar EROSKI, pack 4x100 g","Eroski","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/77584.webp","75.00","0.30","0.00","0.60","17.00","14.00","0.00","0"
"77736","Toallitas sin perfume EROSKI BEBÉ, paquete 80 uds","Eroski","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/77736.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"77741","Toallita piel atópica EROSKI, paquete 64 uds","Eroski","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/77741.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"83050","Potito Solo Verduras y Pasta Integral 190G","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/83050.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"83051","Potito Solo Macarrones con Tomate 190G","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/83051.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"87198","Frutas con Cereales Tarrito","Be Plus","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/87198.webp","66.00","0.50","0.00","0.70","14.00","11.00","0.00","0"
"91837","Pañales talla 4, 50 unidades (10-15 kg)","Unnia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/91837.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"105216","Polvos de talco Deliplus","Deliplus","higiene-bebe","https://dx7csy7aghu7b.cloudfront.net/prods/105216.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"105995","Pañales nature talla 6, 27 unidades (17-28 kg)","Chelino","panales","https://dx7csy7aghu7b.cloudfront.net/prods/105995.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"106189","Pañal Bebé Talla 3 De 4 a 10 Kg","Chelino","panales","https://dx7csy7aghu7b.cloudfront.net/prods/106189.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"106883","Agua para peinar refrescante MUSTELA, spray 200 ml","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/106883.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"106936","Bolsita de frutas con avena EROSKI, pack 4x100 ml","Eroski","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/106936.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109926","Pañales 4-9 kgs talla 3 Planeta Bebé bolsa 50 unidades","Planeta Bebé","panales","https://dx7csy7aghu7b.cloudfront.net/prods/109926.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109927","Pañales 8-15 kg talla M Planeta Bebé bolsa 22 unidades","Planeta Bebé","panales","https://dx7csy7aghu7b.cloudfront.net/prods/109927.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109928","Pañales 13-20 kgs talla 5 Planeta Bebé bolsa 40 unidades","Planeta Bebé","panales","https://dx7csy7aghu7b.cloudfront.net/prods/109929.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109930","Pañales 17-28 kgs talla 6 Planeta Bebé bolsa 28 unidades","Planeta Bebé","panales","https://dx7csy7aghu7b.cloudfront.net/prods/109930.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109931","Cambiador infantil Planeta Bebé de Dia bolsa 10 unidades","Planeta Bebé De Dia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7486116.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109932","Pañales 3-6 kgs talla 2 Planeta Bebé bolsa 40 unidades","Planeta Bebé","panales","https://dx7csy7aghu7b.cloudfront.net/prods/109932.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109933","Pañales 13-20 kg talla L Planeta Bebé bolsa 20 unidades","Planeta Bebé","panales","https://dx7csy7aghu7b.cloudfront.net/prods/109933.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109934","Bañador desechable 13-20 kg talla M Planeta Bebé de Dia bolsa 6 unidades","Planeta Bebé De Dia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7486119.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109936","Pañales 4-9 kgs talla 3 Planeta Bebé bolsa 102 unidades","Planeta Bebé","panales","https://dx7csy7aghu7b.cloudfront.net/prods/109936.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109937","Pañales 8-15 kgs talla 4 Planeta Bebé bolsa 88 unidades","Planeta Bebé","panales","https://dx7csy7aghu7b.cloudfront.net/prods/109937.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109939","Pañales 2-5 kgs talla 1 Planeta Bebé bolsa 24 unidades","Planeta Bebé","panales","https://dx7csy7aghu7b.cloudfront.net/prods/109939.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"109955","Puré de frutas con galleta BabySmile pack 2 x 200 g","Babysmile","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/109955.webp","71.00","0.00","0.00","0.90","16.00","12.00","0.03","0"
"109956","Puré de frutas de manzana, plátano y fresa Nestlé Naturnes bolsa 90 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/109956.webp","56.00","0.10","0.00","0.50","12.60","11.60","0.03","0"
"109958","Puré de frutas variadas BabySmile pack 2 x 200 g","Babysmile","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/109958.webp","58.00","0.40","0.00","0.60","12.10","11.50","0.00","0"
"114073","Toallitas húmedas sensitive 2x60 unidades","Kandoo","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/114073.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"117865","Leche en polvo BLEMIL OPTIMUM EVOLUTION PROTECH 1, lata 800 g","Blemil","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/117865.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"119436","Kiwi, pera y plátano bio HIPP, bolsita 100 g","Hipp","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/119436.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"120111","Leche infantil de continuación en polvo Nativa 2 lata sin aceite de palma 800 g.","Nativa","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/120111.webp","494.00","23.60","0.00","11.40","59.00","40.50","0.53","3"
"121468","Pañal Aprendizaje T6 16 a 22 Kg 19UD","Pasitos","panales","https://dx7csy7aghu7b.cloudfront.net/prods/121468.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"121959","Dispensador de bolsas + recambio 40 unidades","Vitakraft","panales","https://dx7csy7aghu7b.cloudfront.net/prods/121959.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"122143","Mordedor refrigerante +4 m etapa 2 SUAVINEX, pack 1 ud.","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/122143.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"123425","Estofado de verduritas sin gluten 415 g","Abricome","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/123425.webp","120.00","5.90","0.00","12.80","3.50","1.20","1.30","0"
"123639","Crema de pañal SUAVINEX, tubo 75 ml","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/123639.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"124512","Pañales bebé talla 2 de 4-8 kg Dodot","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/124512.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"124950","Bálsamo facial corporal infantil pieles atópicas Deliplus","Deliplus","higiene-bebe","https://dx7csy7aghu7b.cloudfront.net/prods/124950.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"125922","Toallitas bebé Aqua Deliplus","Deliplus","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/125922.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7433317","Papilla 8 Cereales","Nestle","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7433317.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7434784","Yogur líquido natural azucarado 100 g","Baby Cuac","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7434784.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7435807","Pañales talla 3, 56 unidades (5-10 kg)","Bm","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7435807.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7435904","Toallitas húmedas baby 100 unidades","Bm","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7435904.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7436298","Potito Fruta y Cereales 2 x 200G","Alteza","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7436298.webp","66.00","0.50","0.00","0.00","14.00","11.00","12.50","0"
"7436305","Potito Fruta y Galleta 2UD","Alteza","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7436305.webp","71.00","0.40","0.00","0.90","16.00","12.00","0.03","0"
"7436594","Pañales bebé talla 2 de 3-6 kg Deliplus","Deliplus","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7436594.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7436691","Papilla 8 Cereales Galleta","Nestle","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7436691.webp","398.00","4.80","0.00","12.00","74.50","21.00","0.11","0"
"7439670","Toallitas húmedas 60 unidades","Bm","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7439670.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7445450","Bastoncillos algodón para bebés Deliplus","Deliplus","higiene-bebe","https://dx7csy7aghu7b.cloudfront.net/prods/7445450.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7448283","Pañal Extra Care Talla 3 de 5 a 9 Kilos","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7448283.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7448284","Pañal Extra Care Talla 4 de 8 a 14 Kilos","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7448284.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7456627","Toallitas Manos Higienizantes Indiviudales","Centraline Pharma","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7456627.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7471358","Chupete noche tetina silicona 0-6 m SUAVINEX, pack 2 uds","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7471358.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7471367","Chupete smoothie silicona anatómico 0-6 m SUAVINEX, pack 1 ud.","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7471367.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7471382","Leche A.R. Antiregurgitación NESTLÉ Nan, bote 800 g","Nan","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7471382.webp","514.00","26.00","0.00","9.80","59.90","39.30","0.50","0"
"7471387","Tetina NaturalFeeling flujo papilla 6m+ CHICCO, pack 2 unid.","Chicco","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7471387.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7471401","Chupete anatómico +18 m latex SUAVINEX, pack 2 uds.","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7471401.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7471405","Chupete smoothie silicona anatómico 6-18 m SUAVINEX, pack 1 ud.","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7471405.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
