"id_producto","nombre","marca","categoria","img","kcal","grasas","grasas_saturadas","proteinas","hidratos_carbono","azucares","sal","visitas"
"7471479","Chupete noche tetina silicona 6-18 m SUAVINEX, pack 2 uds","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7471479.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7471482","Biberón clásico tetina anat T1M silicona 270 ml SUAVINEX, 1 ud","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7471482.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7473367","Pañal Talla 5 DODOT CUIDADO TOTAL, paquete 36 uds","Dodot","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7473367.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7473380","Pañal niña 15-23 kg 2-4 años Talla 6 HUGGIES, paquete 28 uds","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7473380.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7473398","Manzana, plátano y sandía HERO, bolsita 100 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7473398.webp","56.00","0.40","0.00","0.50","11.00","11.00","0.01","0"
"7473443","Papilla 8 cereales con galleta HERO, caja 820 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7473443.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7479998","Multicereales con quinoa ecológicos ALMIRÓN, bolsa 200 g","Almiron","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7479998.webp","382.00","4.20","0.00","15.00","68.00","2.80","0.02","0"
"7480011","Tetina NaturalFeeling flujo medio 2m+ CHICCO, pack 1 unid.","Chicco","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480011.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7480012","Tetina NaturalFeeling flujo regulable 4m+ CHICCO, pack 2 unid.","Chicco","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480012.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7480022","Antiestrias SUAVINEX, tubo 250 ml","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480022.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7480025","Chupete anatómico 6-18 m latex SUAVINEX, pack 2 uds.","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480025.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7480027","Taza antiderrame learning cup 200 ml SUAVINEX, pack 1 uds","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480027.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7480028","Chupete anatómico 0-6 m latex SUAVINEX, pack 1 ud.","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480028.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7480106","Tetina anatómica T2M silicona SUAVINEX, pack 2 uds","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480106.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7480107","Tetina anatómica T2L silicona SUAVINEX, pack 2 uds","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480107.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7480108","Biberón tetina anatómica T1M silicona 150 ml SUAVINEX, pack 1 ud","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480108.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7480194","Potito introducción a manzana y pera NUTRIBEN, pack 2x120 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480194.webp","54.00","0.60","0.00","0.50","11.10","8.90","0.01","0"
"7480200","Papilla infantil cereales NESTLÉ SINLAC, caja 250 g","Gerber","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480200.webp","431.00","11.50","0.00","15.30","64.60","4.50","0.10","0"
"7480226","Discos absorbentes ultratranspirables MEDELA, caja 30 uds","Medela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480226.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7480234","Canastilla baby coral SUAVINEX, pack 1 ud","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7480234.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7481987","Pañal Talla 4 DODOT CUIDADO TOTAL, paquete 40 uds","Dodot","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7481987.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7482022","Potito ecológico de verduras y pasta integral HERO, tarro 190 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7482022.webp","70.00","2.70","0.00","2.10","8.00","1.20","0.03","0"
"7482031","Bolsitas cool fruits de plátano y fresa NESTLÉ, pack 8x110 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7482031.webp","59.00","0.50","0.00","0.50","12.50","12.00","0.01","0"
"7483263","Postre lácteo infantil de cereales y miel +12 meses","Sin Marca","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7483263.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7485244","Yogolino de plátano con base de coco NESTLÉ, pack 4x90 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7485244.webp","73.00","3.00","0.00","0.90","9.90","5.40","0.03","12"
"7486005","Papilla de arroz sin gluten Nestlé caja 180 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486005.webp","394.00","0.00","0.00","7.00","88.00","1.00","0.00","0"
"7486087","Papilla de cereales con miel Nestlé caja 475 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486087.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486088","Papilla 8 cereales con galletas NESTLÉ, caja 475 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486088.webp","398.00","4.80","0.00","12.00","74.50","21.00","0.11","0"
"7486089","Papilla de 8 cereales Nestlé caja 475 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486089.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486091","Papilla crema de arroz sin azúcares añadidos Hero caja 220 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486091.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486093","Verduritas con pollo y ternera Hero frasco 235 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486093.webp","69.00","2.00","0.00","2.00","7.00","1.00","0.00","0"
"7486094","Puré de frutas variadas Hero frasco 190 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486094.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486095","Crema de bechamel con lenguado Hero frasco 235 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486095.webp","73.00","2.00","0.00","3.00","9.00","2.00","0.00","0"
"7486096","Crema de calabaza y puré de patatas 100% ecológica Hero frasco 190 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486096.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486097","Potito puré de arroz blanco con pollo NESTLÉ, tarro 190 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486097.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486098","Puré de verduritas con pavo Nestlé frasco 190 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486098.webp","59.00","2.00","0.00","2.00","6.00","1.00","0.00","0"
"7486099","Puré de arroz con tomate y pavo Nestlé frasco 190 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486099.webp","57.00","2.00","0.00","2.00","6.00","2.00","0.00","0"
"7486100","Puré de verduras con pescado Nestlé frasco 190 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486100.webp","52.00","1.00","0.00","2.00","5.00","0.00","0.00","0"
"7486101","Verduras y pavo Smileat frasco 230 g","Smileat","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486101.webp","56.00","2.00","0.00","3.00","4.00","1.00","0.00","0"
"7486102","Puré de hortalizas y ternera Nestlé frasco 190 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486102.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486103","Verduras con merluza Smileat frasco 230 g","Smileat","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486103.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486104","Puré de fresa y plátano Planeta Bebé de Dia bolsa 100 g","Planeta Bebé De Dia","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486104.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486105","Yogur con fresa y plátano Planeta Bebé de Dia bolsa 100 g","Planeta Bebé De Dia","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486105.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486106","Puré de fruta variada Planeta Bebé de Dia bolsa 100 g","Planeta Bebé De Dia","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486106.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486107","Snack smilitos Smileat bolsa 38 g","Smileat","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486107.webp","375.00","15.00","0.00","6.00","51.00","1.00","0.00","0"
"7486109","Puré manzana y plátano Nestlé bolsa 90 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486109.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486110","Puré multifrutas crazy fruits Nestlé bolsa 110 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486110.webp","73.00","0.00","0.00","0.00","16.00","13.00","0.00","0"
"7486111","Fresa plátano Smileat bolsa 100 g","Smileat","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7486111.webp","71.00","0.00","0.00","0.00","16.00","14.00","0.00","0"
"7486112","Recambio de toallitas húmedas Planeta Bebé de Dia bolsa 80 unidades","Planeta Bebé De Dia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7486112.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486113","Pañales 13-20 kgs talla 5 Planeta Bebé de Dia bolsa 80 unidades","Planeta Bebé De Dia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7486113.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486114","Toallitas para bebés con piel atópica Planeta Bebé de Dia bolsa 64 unidades","Planeta Bebé De Dia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7486114.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486115","Toallitas para bebés cremosas Planeta Bebé de Dia bolsa 48 unidades","Planeta Bebé De Dia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7486115.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486219","Toallitas aqua Planeta Bebé de Dia bolsa 60 unidades","Planeta Bebé De Dia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7486219.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7486307","Leche infantil 2 classic Hero Baby Nutrasense bote 800 g","Hero Baby","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7486307.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7487194","Pañal Talla 1","Consum Kids","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7487194.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7487202","Pañales Talla 2","Consum Kids","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7487202.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7487203","Pañales Bebe Talla 5 13 - 18 Kg","Consum Kids","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7487203.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7488361","Yogur líquido con fresa 1 l","Eliges","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7488361.webp","65.00","0.70","0.00","2.70","12.00","12.00","0.10","0"
"7488757","Toallitas bebé 99,9% agua 60 unidades","Water Wipes","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7488757.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7488788","Pañales sensitive talla 4 (9-14 kg), 48 uniades","Dodot Sensitive","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7488788.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7488789","Pañales sensitive talla 5 (11-16 kg), 42 unidades","Dodot Sensitive","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7488789.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7488828","Leche maternal 3 800 g","Nestlé","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7488828.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7489171","Pañales sensitive talla 6 (13+ kg), 32 unidades","Dodot Sensitive","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7489171.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7489211","Toallitas húmedas WC 100 unidades","Bm","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7489211.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7490519","Toallitas cuidado total aqua para Bebé Dodot pack de 3 paquetes de 48 ud.","Dodot","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7490519.webp","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0"
"7490581","Tarrito de verduritas con papata y salmón desde 8 meses ecológico Carrefour Baby Bio sin gluten pack de 2 unidades de 200 g.","Carrefour Bio","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7490581.webp","64.00","2.40","0.00","2.30","7.70","0.90","0.02","0"
"7490590","Crema anti-estrías Trofolastin 400 ml.","Nn","puericultura","https://dx7csy7aghu7b.cloudfront.net/prods/7490590.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7490630","Preparado lácteo de crecimiento desde 1 año en polvo Blemil 3 Optimum ProTech lata 800 g.","Blemil","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7490630.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7490859","Agua de colonia fresca infantil Deliplus con notas cítricas","Deliplus","higiene-bebe","https://dx7csy7aghu7b.cloudfront.net/prods/7490859.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7490924","Tarrito de fruta variada 2x200 ml","Baby Cuac","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7490924.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7491019","Toallitas para bebés extra care sensitive Huggies bolsa 56 unidades","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7491019.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7491020","Pañales pants extra care 12-17 kgs talla 5 Huggies bolsa 24 unidades","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7491020.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7491021","Pañales pants extra care 15-25 kgs talla 6 Huggies bolsa 22 unidades","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7486395.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7491022","Pañales extra care 11-25 kgs talla 5 Huggies bolsa 28 unidades","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7491022.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7491023","Pañales extra care 8-16 kgs talla 4 Huggies bolsa 33 unidades","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7491023.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7491024","Pañales extra care 6-10 kgs talla 3 Huggies bolsa 40 unidades","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7491024.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7491025","Pañales extra care 3-6 kgs talla 2 Huggies bolsa 24 unidades","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7491025.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7491849","Esponja hidrofila SUAVINEX, pack 1 ud.","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7491849.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7491869","Leche Confort ENFAMIL, lata 800 g","Enfamil","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7491869.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7491964","Biberón clásico tetina anat T1M silicona 360 ml SUAVINEX, 1 ud","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7491964.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7492266","Pañales bebé talla 3 de 4-10 kg Deliplus","Deliplus","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7492266.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7492530","Bolsita Manzana, Melocotón y Mango Bio","Hero Baby","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7492530.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7493161","Papilla 8 Cereales Con Galleta Desde 0%","Nestle","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7493161.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7495219","Ropa interior absorbente niña noche DryNites 3-5 años (16kg-23 kg.) 16 ud.","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7495219.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7496240","Bolsita de frutas con manzana y plátano NUTRIBEN, bolsa 90 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7496240.webp","76.00","0.00","0.00","0.50","18.00","16.00","0.01","0"
"7496322","Toallitas Natural Care","Huggies","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7496322.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7496846","Pañales talla 5, 44 unidades (12-17 kg)","Bm","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7496846.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7497579","Pañal niño 1,6-3 años 12-17 kg Talla 5 HUGGIES, paquete 34 uds","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7497579.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7498984","Salteado de verdura, carne y patata bio HIPP, tarrina 250 g","Hipp","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7498984.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7499095","Toallitas para cara y manos Planeta Bebé de Dia bolsa 20 unidades","Planeta Bebé De Dia","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7499095.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7499309","Pomada protectora Mitosyl 65 g.","Mitosyl","higiene-bebe","https://dx7csy7aghu7b.cloudfront.net/prods/7499309.webp","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0"
"7502438","Tarrito de frutas del bosque con galleta HERO, pack 2x190 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7502438.webp","71.00","0.30","0.00","1.20","15.00","7.80","0.01","0"
"7504692","Pañal niña 1,6-3 años 12-17 kg Talla 5 HUGGIES, paquete 34 uds","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7504692.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7504846","Toallitas pure HUGGIES, paquete 2+1 uds","Huggies","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7504846.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7505044","Yogur líquido con fresa 6x100 g","Eliges","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7505044.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7505085","Yogur artesanal con fresa y plátano 125 g","Pastoret","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7505085.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7505086","Yogur artesanal con plátano y galleta 125 g","Pastoret","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7505086.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7505544","Toallitas húmedas 100 unidades","Bm","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7505544.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7505809","Toallitas para bebés aqua pure Dodot bolsa 3 x 48 unidades","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7505809.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7505812","Toallitas para bebés all over clean Huggies bolsa 56 unidades","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7505812.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7507205","Pañales bebé talla 6 de 13-18 kg Dodot","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7507205.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7509383","Canastilla baby mint SUAVINEX, pack 1 ud","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7509383.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7509891","Flor de pascua roja","Sin Marca","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7509891.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7510237","Crema de marisco, 950 g","Aimar","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7510237.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7510756","Pañales extra care 2-5 kgs talla 1 Huggies bolsa 28 unidades","Huggies","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7510756.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7510770","Pañal Talla 7 (15 -24 Kg )","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7510770.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7513437","Pañales nature talla 5, 30 unidades (13-18 kg)","Chelino","panales","https://dx7csy7aghu7b.cloudfront.net/prods/91842.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7514144","Snack eco de maíz y avena HERO, bolsa 25 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7514144.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7514643","Yogur líquido de fresa y plátano 1 l","Eliges","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7514643.webp","65.00","0.70","0.00","2.70","12.00","12.00","0.10","0"
"7524153","Gel-champú espumoso SUAVINEX, dosificador 750 ml","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524153.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524176","Gel champú ISDIN Baby Naturals, dosificador 400 ml","Isdin","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524176.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524187","Enjugue bucal infantil de fresa KIN, botella 500 ml","Kin","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524187.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524188","Leche para lactantes BLEMIL PLUS FORTE 1, lata 800 g","Blemil","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524188.webp","502.00","26.00","0.00","9.10","54.80","54.80","0.00","0"
"7524196","Papilla 8 cereales NUTRIBEN, caja 1 kg","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524196.webp","388.00","1.10","0.00","6.20","86.80","20.20","0.03","0"
"7524197","Potito de melocotón, pera y plátano NUTRIBEN, tarro 235 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524197.webp","73.00","0.30","0.00","0.80","15.80","11.80","0.04","0"
"7524199","Kit viaje infantil cepillo-pasta de dientes KIN, pack 1 ud.","Kin","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524199.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524200","Papilla 8 cereales galleta GERBER, caja 475 g","Gerber","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524200.webp","398.00","4.80","0.00","12.00","74.50","21.00","0.11","0"
"7524227","Preparado lácteo crecimiento BLEMIL plus 3 forte,lata 1200 g","Blemil","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524227.webp","479.00","21.70","0.00","11.00","58.30","45.10","0.76","0"
"7524236","Crema bálsamo MUSTELA, tubo 150 ml","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524236.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524261","Loción corporal ISDIN Baby Naturals, dosificador 750 ml","Isdin","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524261.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524263","Potito menestra de cordero NUTRIBEN, tarro 235 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524263.webp","68.00","2.60","0.00","3.10","7.50","0.83","0.05","0"
"7524331","Pomada regeneradora pañal ISDIN Baby Natur, tubo 100 ml","Isdin","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524331.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524337","Potito de manzana golden sin almidón NUTRIBEN, pack 2x120 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524337.webp","54.00","0.60","0.00","0.40","10.90","10.90","0.01","0"
"7524365","Botella-biberón calma 150 ml MEDELA, pack 1 uds","Medela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524365.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524421","Leche en polvo infantil ALMIRÓN Advance 4, lata 800 g","Almiron","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524421.webp","445.00","18.70","0.00","8.90","57.90","43.80","0.44","0"
